710:-1.1897237 0.48152843 -0.6113423 -0.40622446 -0.5651619 1.6490159 -0.5101197 1.1188633 -1.3080181 1.0282396
205:-0.14030996 0.5204045 0.17422475 -0.4775851 -0.43006703 0.32816073 0.5624423 -0.32813558 -0.59627944 0.47975075
45:-0.120712325 0.6442333 0.543116 -0.0995046 -0.06853201 0.067111835 0.57725173 -0.5776311 -0.2613962 0.30674386
515:0.2573589 0.7277482 0.0013648871 -0.051061254 -0.019521488 -0.45553866 0.7483928 -0.536813 -0.061678737 0.46185136
574:-0.3858237 0.59998846 0.35771218 -0.35738832 -0.59491336 0.3734975 0.107587546 -0.622095 -0.59450984 0.24376808
858:-0.23340839 0.24161702 -0.28251317 0.28404364 -0.40120864 0.16893262 -0.4156768 -0.036739565 0.5135293 0.04444979
619:-0.71868604 0.33917373 -0.46611887 -0.2844045 -0.46401203 0.9724685 -0.3218764 0.6533825 -0.87909615 0.65068054
507:0.35353023 0.27804774 0.5267468 0.16527832 -0.311744 0.032786407 -0.077768736 -0.042850632 -0.54051447 0.18134736
113:-0.26848578 0.3035844 -0.82901394 -0.19770047 -0.75959945 0.8984613 -0.20668028 0.48116443 -0.9782726 1.0067943
34:0.10327757 0.050252605 -0.35545877 -0.28847975 -0.37388572 0.27571735 0.16521856 -0.3886541 -0.08134439 -0.57618254
563:-0.024113819 0.91450226 0.07604879 -0.08496823 -0.60962796 -0.23303588 0.17501402 -0.022016438 -0.5494749 0.33064783
381:0.31005028 0.56043583 0.29634088 0.019788245 0.38274977 0.021618351 0.92924374 0.148852 -0.4378266 0.33393872
455:-0.56608766 0.37795317 0.19661802 0.39154637 0.34179407 0.4407064 0.85475254 0.6556147 -0.48619917 0.15897399
67:-0.73153234 1.2195241 -0.8549552 -1.4734352 -0.70449525 0.02349735 -0.5634983 0.7345983 -1.4881699 1.2279557
388:0.16182984 0.759051 -0.35374698 -0.26156485 -0.71521264 -0.22628136 0.25956115 -0.34986 -0.14508931 0.37625661
