26985:-0.52834797 0.19491416 -1.243727 -0.20367627 0.20447114 -0.8940953 0.20009373 0.7907315 0.30714646 -0.8304141
5451:0.13168599 0.052958302 0.7208568 -0.57939833 -0.93039644 0.6107262 -0.5810928 -0.63849044 -0.46211344 0.44006875
4018:0.029172042 0.47724298 0.14551175 -0.50105387 -0.41287956 0.40637076 -0.4038529 -0.6318278 0.18509206 -0.063917
4056:0.05200533 0.03353622 -0.35294205 -0.67405987 -0.42638293 0.7591676 0.38568524 0.06668198 0.38587767 -0.1120733
86815:-0.62777346 1.4371172 1.0286889 1.8471688 0.10672894 0.28127182 0.4607118 2.6536987 -1.6002113 -1.0560232
32584:-0.8332292 0.7643412 0.25913137 -1.2065234 -0.68393594 -0.18719558 -1.219068 -0.10629505 0.18142483 -1.3659927
6909:-0.9296332 0.31490755 -0.7918061 -0.5993184 -0.23945412 -0.60488033 -0.7834099 -0.24727823 -1.3502218 0.8764583
205:0.516965 0.6003576 -0.16473469 -0.49789742 0.060624093 -0.49573743 0.15244356 0.2022211 -0.38176352 -0.18141103
2014:-0.91088074 0.49271435 0.09423762 0.06481831 0.006830472 -1.407018 -0.42160872 -0.40551805 -0.7724886 -0.2504153
193609:1.285624 -0.18482943 1.2038236 0.45640835 -0.016861962 0.016396096 -0.83096874 0.4847517 -0.34048092 -0.11859817
45:-0.07129036 0.10942424 -0.65804857 -0.38989085 0.51317775 -0.32840624 0.3917592 0.017302621 -0.1756961 -0.08070405
127108:-0.21169968 0.1998553 -0.12892938 -0.13104866 0.41527358 0.014170126 -0.25357527 0.76944035 0.0708657 -0.48961797
6979:0.11960632 0.3239777 -0.6856407 0.06122402 -0.5430123 0.22151366 -0.05526226 0.11606064 0.5270779 0.05924445
5608:0.05591915 -0.048332877 0.2867527 -0.0066261683 -0.26926225 0.35697612 -0.16738157 0.53240246 0.40806505 -0.94210464
108928:-0.21450701 0.40151677 0.8196434 -0.38268948 1.1266934 1.0596323 -0.58815783 0.7327882 1.1154864 0.44381833
515:0.010282145 0.3212835 -0.69478256 -0.3509975 0.29618123 -0.03619022 0.7806628 -0.121955454 -0.15385573 -0.31199914
114670:-0.74225 -0.95592666 1.6020445 0.16508034 -2.0941038 0.31908917 -4.4417133 5.263016 -6.1839085 -0.79117143
86628:-0.96679634 -0.09686771 0.009937612 0.1287151 -0.52694476 -0.26104325 -0.0422668 0.67678124 0.52105725 -0.5478627
