10292:-10.155373 39.290264 24.434805 43.017685 17.976171 56.38679 -2.800946 21.227192 -58.721508 -4.2072487
19125:3.920484 3.7395627 1.8157804 2.2345023 -1.2763735 0.6942203 -1.8540095 -1.8912348 -0.05931038 -1.7016069
26985:-3.0685368 24.931719 23.746365 21.648039 13.699867 33.61325 14.126956 19.855803 -49.920307 -9.908467
29301:-1.6914755 2.5149658 3.5813756 4.408733 -3.4125166 1.8729906 -5.0179377 -0.2525 1.0604309 -1.5792516
5451:6.055999 11.768704 -0.617653 13.123187 -0.92344576 5.8677754 -6.0912924 -6.9893374 -1.1060877 -5.7056904
4018:-4.7686963 6.489913 -3.4684784 6.618862 -13.580824 -4.615387 4.1080117 -1.7047975 -4.448573 1.8528597
17319:8.716243 7.654195 -0.2965033 13.490154 3.6269841 17.795265 -2.5053513 -6.936963 -4.1665697 -7.4254217
20778:3.8866599 -1.2954679 0.024084792 11.293527 0.8254101 12.365408 -2.854616 -4.9143014 -0.4500959 9.449371
25285:8.530719 1.7532501 1.3136191 11.1328535 -1.2459785 14.87109 4.122503 6.8068714 -9.854625 -10.1625805
17079:-0.94610476 1.5621694 0.51561886 0.66323924 0.17264464 1.1866415 -0.20700803 -0.4642433 0.41933623 0.20526487
9936:-2.0295618 2.6580756 0.7254971 2.3827906 2.5193717 1.9144766 4.4207478 1.1367222 -2.6210053 1.6583146
13172:17.03283 9.899614 -2.8176882 8.02806 -0.81424206 6.597578 6.3491464 -4.1204724 -5.7264 -13.646474
21999:-0.554916 3.754395 -1.5853184 3.4319775 -4.189295 0.28068066 -2.2587616 -1.1236116 4.7453637 -3.9770358
17840:-3.0013056 3.0500095 -0.7792962 6.857079 -0.5526107 6.5882936 8.748509 3.9312816 -3.8866744 -6.0823402
10304:4.3491707 -0.82724214 -5.033868 8.511412 -0.5629287 12.588838 3.3696222 -4.4531555 -4.364126 13.268795
28828:4.470884 4.0150557 2.4899838 4.548212 -2.9266574 3.847032 -1.2790833 3.0527475 3.9685872 -3.5767214
20323:0.41280806 1.9949238 -0.6129244 0.11235178 -0.92960477 0.24551304 -0.8239502 -0.39674512 2.240923 -1.4788964
29644:8.090326 0.49722427 -2.244864 3.5223083 1.1808378 8.449383 3.5703056 1.2833409 -6.1968822 -14.672054
16997:2.0743437 1.292336 1.347024 6.939108 4.3257985 5.7288427 1.6877959 -2.5394452 -4.719013 -1.2625208
14779:20.775026 25.114965 15.224963 26.899042 6.7359157 23.369303 5.682273 -9.554335 -30.000402 -11.10364
22578:2.804708 2.136414 2.6117578 9.159897 -6.6404057 0.06275546 -3.4492288 -1.7516074 -0.70778674 -1.7242073
15822:5.0253167 78.737236 30.986353 36.483704 -23.206861 29.761417 7.804902 -0.11094424 -79.48676 19.092957
4056:0.7389757 5.4627867 1.6388824 5.2814736 -0.39742762 5.8745074 -0.050143376 -3.0934565 1.8820075 -1.4962615
15469:6.2607584 2.9556973 5.290559 21.994648 1.3035123 17.449184 -1.5114237 -0.8864924 -11.571251 -15.931274
29143:-11.767645 8.34771 -2.2109473 10.099204 -17.692806 -9.866645 -6.4551163 -6.4136343 -0.16623783 3.628075
12209:-0.018570185 1.046257 -0.8713699 0.28660917 -0.76413727 0.24016756 -0.5308852 0.20299914 1.5497264 -0.6896507
21299:14.7595625 2.8800163 -1.1947751E-4 5.50778 -6.684109 9.556705 -1.5769362 7.6701303 -5.203405 -20.75297
710:-12.478363 38.442207 1.7412649 6.6738763 -46.662582 -13.689957 0.6127291 -21.103779 -10.482439 8.154543
