710:-0.017401613 1.4004654 -1.1934153 -0.3966769 0.17806917 0.40452757 -0.19036949 -0.31039536 0.21093291 0.13416134
205:0.5213901 0.49288186 -0.48785836 0.12279717 0.34904122 -0.26234362 0.09606335 0.55359477 -0.2966129 0.04794564
45:0.33211884 0.2174865 -0.14446367 0.23524271 0.14447655 -0.43032876 0.098284446 0.32703272 -0.39182454 0.32011732
515:0.48316866 0.02364538 -0.2617981 0.12328559 -0.0112391 -0.59812945 0.03038433 0.5244678 -0.5257908 0.15788111
574:0.01828963 0.6079582 -0.12806669 -0.03578805 0.15543374 -0.44149834 0.026399398 0.05583077 -0.9832484 0.02879815
858:-0.49441075 -0.18048932 -0.27924436 -0.056200027 -0.14903206 0.37991822 -0.06299928 -0.14653893 -0.45206535 0.07594621
619:0.4099862 1.2098906 -0.70170146 -0.4845167 0.8394391 -0.021850318 -0.2500996 -0.026097996 -0.050324116 0.26198646
507:0.084163904 0.47181228 -0.057372347 -0.1238392 -0.42639294 -0.119796485 0.263413 0.14149374 0.014560071 0.45522702
113:0.23912418 1.1844773 -1.1511525 -0.38455507 0.024113035 0.07518536 -0.23494314 -0.03383362 0.13515995 -0.4151589
34:-0.3901876 -0.1206542 0.110903256 0.18001693 -0.12130305 0.030905522 0.22161025 0.49201918 -0.30342707 -0.31459785
381:0.79352814 0.37228057 -0.39763123 0.5759866 0.15842861 -0.5331529 0.41723484 -0.008225324 -0.14887017 0.25145036
455:0.36704642 0.72942126 0.026660807 0.045174588 0.04820939 0.4695818 0.36049074 0.15965536 -0.22650532 0.46344927
388:-0.27533126 0.10357356 -0.55943024 -0.07265243 -0.046925172 -0.7881735 -0.21235485 0.7116445 -0.32608885 -0.019022485
974:-0.25847718 -0.112960376 -0.72478503 -0.30119446 -0.1644298 -0.27365002 0.46268183 0.017899258 -0.30134693 0.21130382
169:1.1174991 0.6927372 0.0012012863 0.19686039 -0.10812979 0.66204983 0.24204247 -0.35534588 0.060063444 0.4569311
444:0.0056226156 0.7635451 -0.75534517 0.27212775 -0.038716957 0.039501667 0.089716926 0.008509269 -0.06792817 0.5796306
193:0.4609989 0.560518 0.12309045 -0.20980196 -0.323942 0.18993065 0.15228774 0.46579254 -0.22165722 0.35021412
302:-0.07816728 0.3278635 -0.8794097 -0.22635041 0.33531088 -0.7286916 -0.13070963 0.354906 -0.37257534 0.19634835
153:0.051991913 -0.05104367 -0.021263696 0.917664 -0.013294002 0.31212667 0.5706442 0.18925078 0.6633079 0.62853986
335:0.053568207 0.0814132 -0.9639809 -0.01924383 0.36081597 -0.3685035 -0.1786901 0.11764581 -0.23714454 0.20370004
885:0.3634199 0.5080071 -0.7366987 -0.4199174 0.76868373 -0.13234022 -0.0076808524 0.38593367 0.07853061 -0.05040468
735:-0.41727707 0.9809621 0.18211009 -0.45922962 0.27058765 0.008806965 0.12771335 0.0743231 -0.20240839 0.48659396
664:-0.0856706 1.431044 -0.25549197 -0.18503383 0.08750896 0.20606065 -0.36341563 0.23281273 -0.044272985 -0.22101972
